order_id,order_date,region,category,product,channel,quantity,unit_price,amount
2694,2025-03-23,East,Electronics,Laptop,store,5,918.29,4591.45
2695,2025-02-20,East,Home,Lamp,store,8,33.35,266.8
2696,2025-03-19,South,Grocery,Coffee Beans,online,2,13.55,27.1
2697,2025-09-11,East,Home,Lamp,online,4,34.18,136.72
2698,2025-03-30,West,Electronics,Laptop,online,7,881.51,6170.57
2699,2025-02-20,East,Electronics,Headphones,online,0,76.23,0.0
2700,2025-12-22,West,Home,Blender,online,10,59.56,595.6
2701,2025-08-01,West,Apparel,T-Shirt,store,1,18.83,18.83
2702,2025-01-06,Midwest,Apparel,T-Shirt,online,4,17.27,69.08
2703,2025-03-11,Northeast,Electronics,Laptop,store,8,873.49,6987.92
2704,2025-02-15,West,Grocery,Coffee Beans,online,4,13.43,53.72
2705,2025-10-04,Northeast,Electronics,Phone Case,store,7,24.92,174.44
2706,2025-09-11,West,Electronics,Laptop,store,5,882.48,4412.4
2707,2025-07-28,Midwest,Electronics,Phone Case,online,2,24.11,48.22
2708,2025-08-31,Midwest,Apparel,Jeans,online,3,47.55,142.65
2709,2025-04-26,South,Home,Blender,store,7,56.9,398.3
2710,2025-01-08,West,Home,Blender,store,3,60.51,181.53
2711,2025-12-07,Northeast,Apparel,Jeans,store,8,49.43,395.44
2712,2025-04-03,West,Home,Towel Set,online,6,27.78,166.68
2713,2025-06-11,West,Home,Lamp,store,8,33.53,268.24
2714,2025-11-05,Northeast,Electronics,Phone Case,online,6,23.45,140.7
2715,2025-12-21,West,Apparel,T-Shirt,store,5,17.17,85.85
2716,2025-10-22,South,Electronics,Laptop,store,7,902.64,6318.48
2717,2025-12-26,West,Grocery,Pasta,store,11,3.52,38.72
2718,2025-04-20,West,Electronics,Phone Case,store,5,23.55,117.75
2719,2025-01-13,East,Grocery,Olive Oil,online,2,12.57,25.14
2720,2025-10-20,West,Apparel,Jacket,online,8,85.31,682.48
2721,2025-01-26,Northeast,Home,Lamp,online,6,36.17,217.02
2722,2025-04-28,South,Grocery,Pasta,store,1,3.66,3.66
2723,2025-09-16,West,Home,Towel Set,store,7,27.49,192.43
2724,2025-04-06,West,Electronics,Laptop,online,4,943.76,3775.04
2725,2025-09-09,East,Electronics,Headphones,store,0,75.06,0.0
2726,2025-04-22,West,Electronics,Laptop,store,5,876.41,4382.05
2727,2025-07-26,Northeast,Electronics,Phone Case,online,2,22.81,45.62
2728,2025-03-04,Midwest,Electronics,Laptop,online,3,888.62,2665.86
2729,2025-05-01,West,Grocery,Coffee Beans,store,8,14.34,114.72
2730,2025-11-13,West,Electronics,Phone Case,store,9,23.52,211.68
2731,2025-08-06,South,Grocery,Coffee Beans,online,5,13.37,66.85
2732,2025-12-17,West,Grocery,Coffee Beans,online,10,14.31,143.1
2733,2025-02-12,Northeast,Electronics,Headphones,online,3,80.28,240.84
2734,2025-12-22,West,Home,Towel Set,store,5,27.02,135.1
2735,2025-11-22,West,Electronics,Laptop,store,9,872.34,7851.06
2736,2025-07-31,Midwest,Apparel,Jeans,store,5,46.96,234.8
2737,2025-07-27,East,Electronics,Laptop,online,5,903.54,4517.7
2738,2025-11-26,East,Electronics,Phone Case,online,4,25.01,100.04
2739,2025-09-20,South,Electronics,Laptop,store,6,866.7,5200.2
2740,2025-09-14,Midwest,Apparel,Jacket,store,8,92.6,740.8
2741,2025-04-27,South,Home,Lamp,store,4,33.81,135.24
2742,2025-06-26,West,Electronics,Headphones,online,0,76.31,0.0
2743,2025-10-14,Northeast,Apparel,T-Shirt,online,2,18.34,36.68
2744,2025-11-18,West,Apparel,Jeans,online,10,46.98,469.8
2745,2025-01-17,West,Home,Blender,online,7,57.61,403.27
2746,2025-01-13,West,Home,Towel Set,online,8,28.06,224.48
2747,2025-02-14,West,Home,Blender,online,7,59.4,415.8
2748,2025-02-05,East,Electronics,Phone Case,store,6,25.07,150.42
2749,2025-01-06,Midwest,Grocery,Pasta,online,5,3.66,18.3
2750,2025-06-09,West,Apparel,Jacket,online,8,92.51,740.08
2751,2025-08-03,South,Grocery,Coffee Beans,online,6,14.17,85.02
2752,2025-05-02,West,Grocery,Olive Oil,online,5,12.56,62.8
2753,2025-09-09,South,Home,Lamp,store,7,33.54,234.78
2754,2025-10-01,West,Apparel,T-Shirt,online,9,18.59,167.31
2755,2025-08-20,Northeast,Grocery,Pasta,store,7,3.65,25.55
2756,2025-03-20,South,Electronics,Phone Case,store,7,24.92,174.44
2757,2025-10-07,West,Apparel,Jacket,store,10,88.76,887.6
2758,2025-03-23,East,Apparel,T-Shirt,online,2,17.84,35.68
2759,2025-09-19,Northeast,Grocery,Pasta,online,6,3.37,20.22
2760,2025-05-20,South,Electronics,Headphones,store,5,81.99,409.95
2761,2025-03-20,East,Electronics,Headphones,store,3,81.71,245.13
2762,2025-03-25,Northeast,Home,Blender,store,5,59.94,299.7
2763,2025-05-25,West,Electronics,Laptop,store,2,923.64,1847.28
2764,2025-09-29,West,Home,Blender,store,4,57.43,229.72
2765,2025-06-22,South,Home,Towel Set,online,5,28.08,140.4
2766,2025-10-28,Northeast,Electronics,Headphones,store,3,77.1,231.3
2767,2025-02-20,West,Home,Blender,online,6,60.86,365.16
2768,2025-06-09,South,Electronics,Phone Case,online,1,23.39,23.39
2769,2025-03-02,West,Apparel,Jacket,store,4,84.59,338.36
2770,2025-09-12,West,Grocery,Coffee Beans,online,1,13.58,13.58
2771,2025-12-24,West,Grocery,Olive Oil,online,8,11.5,92.0
2772,2025-01-07,Midwest,Electronics,Laptop,online,8,921.49,7371.92
2773,2025-02-20,Midwest,Grocery,Coffee Beans,online,7,14.54,101.78
2774,2025-03-21,South,Electronics,Phone Case,store,5,23.04,115.2
2775,2025-11-22,Northeast,Apparel,Jeans,online,2,48.62,97.24
2776,2025-04-16,South,Home,Lamp,online,1,35.72,35.72
2777,2025-08-30,Northeast,Grocery,Olive Oil,online,8,11.97,95.76
2778,2025-11-03,East,Grocery,Coffee Beans,store,1,13.45,13.45
2779,2025-10-10,West,Grocery,Coffee Beans,online,12,14.55,174.6
2780,2025-09-04,West,Home,Lamp,store,1,36.18,36.18
2781,2025-08-18,Northeast,Electronics,Laptop,online,1,925.81,925.81
2782,2025-12-11,Northeast,Apparel,Jeans,store,1,49.76,49.76
2783,2025-01-08,West,Apparel,Jacket,store,3,86.28,258.84
2784,2025-04-20,East,Home,Blender,store,7,59.5,416.5
2785,2025-11-05,Midwest,Apparel,Jeans,store,8,47.51,380.08
2786,2025-01-11,Midwest,Apparel,T-Shirt,store,2,18.22,36.44
2787,2025-05-06,South,Home,Blender,store,2,56.37,112.74
2788,2025-07-28,East,Grocery,Coffee Beans,online,1,13.97,13.97
2789,2025-04-22,West,Apparel,T-Shirt,store,2,18.63,37.26
2790,2025-11-14,East,Home,Lamp,store,4,35.01,140.04
2791,2025-01-13,West,Electronics,Phone Case,store,2,24.24,48.48
2792,2025-01-08,East,Electronics,Laptop,online,2,887.16,1774.32
2793,2025-07-13,South,Grocery,Olive Oil,store,4,11.89,47.56
2794,2025-04-29,Northeast,Apparel,T-Shirt,store,2,18.09,36.18
2795,2025-01-02,West,Apparel,Jeans,store,3,46.85,140.55
2796,2025-09-09,Northeast,Grocery,Coffee Beans,store,6,13.96,83.76
2797,2025-06-14,West,Home,Towel Set,online,8,29.14,233.12
2798,2025-06-18,East,Home,Towel Set,store,8,28.74,229.92
2799,2025-09-17,West,Apparel,Jeans,online,1,47.41,47.41
2800,2025-12-10,Midwest,Home,Blender,store,5,56.16,280.8
2801,2025-05-30,South,Apparel,Jeans,store,1,47.85,47.85
2802,2025-07-03,West,Electronics,Laptop,store,8,872.35,6978.8
2803,2025-03-04,South,Grocery,Olive Oil,online,1,11.98,11.98
2804,2025-04-21,West,Apparel,Jeans,online,3,48.14,144.42
2805,2025-08-15,West,Apparel,Jacket,store,3,90.83,272.49
2806,2025-07-16,West,Home,Lamp,store,7,35.95,251.65
2807,2025-12-17,East,Grocery,Coffee Beans,store,8,14.7,117.6
2808,2025-08-02,East,Electronics,Headphones,store,0,80.45,0.0
2809,2025-02-04,East,Apparel,T-Shirt,store,3,17.96,53.88
2810,2025-07-03,East,Grocery,Olive Oil,store,7,12.13,84.91
2811,2025-12-10,South,Grocery,Olive Oil,online,6,11.61,69.66
2812,2025-07-09,South,Electronics,Headphones,online,5,80.48,402.4
2813,2025-03-16,Northeast,Grocery,Olive Oil,online,6,12.55,75.3
2814,2025-11-02,Midwest,Apparel,T-Shirt,store,6,17.45,104.7
2815,2025-07-30,Midwest,Grocery,Pasta,store,3,3.45,10.35
2816,2025-08-12,Northeast,Electronics,Laptop,store,3,867.28,2601.84
2817,2025-09-02,Midwest,Home,Lamp,online,3,33.88,101.64
2818,2025-03-31,East,Grocery,Coffee Beans,online,8,14.37,114.96
2819,2025-07-09,Midwest,Grocery,Olive Oil,online,2,12.56,25.12
2820,2025-08-05,West,Apparel,T-Shirt,store,5,17.31,86.55
2821,2025-10-10,West,Home,Blender,store,8,57.09,456.72
2822,2025-10-24,West,Home,Blender,online,14,61.35,858.9
2823,2025-10-09,West,Apparel,T-Shirt,store,5,17.58,87.9
2824,2025-08-05,West,Grocery,Pasta,online,2,3.65,7.3
2825,2025-07-24,Midwest,Electronics,Headphones,online,0,82.49,0.0
2826,2025-04-12,Midwest,Grocery,Coffee Beans,store,7,14.58,102.06
2827,2025-10-23,West,Electronics,Headphones,online,8,79.5,636.0
2828,2025-10-12,West,Home,Towel Set,online,11,28.68,315.48
2829,2025-02-01,West,Apparel,Jacket,store,4,85.52,342.08
2830,2025-11-06,West,Grocery,Olive Oil,online,12,12.59,151.08
2831,2025-10-04,East,Electronics,Headphones,online,0,77.8,0.0
2832,2025-10-16,West,Home,Lamp,store,10,34.83,348.3
2833,2025-08-21,Northeast,Apparel,Jeans,online,5,48.42,242.1
2834,2025-11-16,Northeast,Apparel,T-Shirt,store,7,18.4,128.8
2835,2025-06-04,Midwest,Grocery,Pasta,store,1,3.62,3.62
2836,2025-03-28,West,Electronics,Phone Case,online,3,24.16,72.48
2837,2025-11-01,West,Home,Blender,store,9,60.63,545.67
2838,2025-11-14,West,Apparel,Jacket,online,7,89.75,628.25
2839,2025-06-28,East,Home,Blender,online,4,61.7,246.8
2840,2025-07-03,West,Home,Lamp,store,1,34.45,34.45
2841,2025-02-28,East,Apparel,Jeans,store,1,49.42,49.42
2842,2025-04-26,Northeast,Apparel,Jacket,online,4,90.1,360.4
2843,2025-04-09,South,Home,Lamp,online,3,35.32,105.96
2844,2025-01-04,West,Apparel,Jacket,online,5,85.64,428.2
2845,2025-05-19,West,Electronics,Headphones,store,0,80.99,0.0
2846,2025-11-10,East,Electronics,Laptop,online,8,875.87,7006.96
2847,2025-07-25,Midwest,Grocery,Pasta,store,2,3.42,6.84
2848,2025-01-08,Northeast,Apparel,Jacket,online,8,89.59,716.72
2849,2025-06-25,West,Home,Blender,store,4,58.68,234.72
2850,2025-02-21,East,Grocery,Coffee Beans,store,5,14.5,72.5
2851,2025-08-31,Northeast,Grocery,Pasta,store,3,3.36,10.08
2852,2025-12-26,West,Grocery,Coffee Beans,store,7,14.43,101.01
2853,2025-01-03,East,Apparel,Jeans,online,4,46.9,187.6
2854,2025-03-27,West,Apparel,Jacket,online,6,92.2,553.2
2855,2025-01-06,South,Home,Towel Set,online,2,26.88,53.76
2856,2025-06-03,West,Grocery,Pasta,store,5,3.55,17.75
2857,2025-08-27,East,Apparel,Jacket,store,3,92.2,276.6
2858,2025-02-17,East,Apparel,Jacket,store,2,90.78,181.56
2859,2025-10-30,West,Electronics,Headphones,store,8,78.94,631.52
2860,2025-07-15,East,Home,Blender,online,7,59.52,416.64
2861,2025-07-01,West,Electronics,Laptop,store,5,896.06,4480.3
2862,2025-08-10,Northeast,Apparel,Jacket,store,4,91.09,364.36
2863,2025-10-05,West,Apparel,Jacket,store,12,90.87,1090.44
2864,2025-07-27,West,Apparel,Jeans,store,3,46.2,138.6
2865,2025-07-05,East,Apparel,Jacket,store,7,85.26,596.82
2866,2025-03-28,East,Home,Lamp,online,3,35.89,107.67
2867,2025-06-30,Midwest,Home,Lamp,store,7,33.85,236.95
2868,2025-04-07,South,Home,Towel Set,online,3,26.85,80.55
2869,2025-03-25,South,Electronics,Headphones,online,5,79.74,398.7
2870,2025-12-26,Midwest,Home,Towel Set,store,7,26.71,186.97
2871,2025-07-24,West,Apparel,T-Shirt,store,3,17.87,53.61
2872,2025-02-04,South,Electronics,Laptop,online,1,909.3,909.3
2873,2025-02-13,East,Apparel,T-Shirt,online,5,17.34,86.7
2874,2025-08-26,West,Home,Lamp,online,7,35.68,249.76
2875,2025-01-11,East,Grocery,Pasta,online,5,3.44,17.2
2876,2025-07-24,West,Grocery,Coffee Beans,store,3,14.67,44.01
2877,2025-07-20,Northeast,Apparel,T-Shirt,online,4,18.13,72.52
2878,2025-08-26,West,Apparel,Jeans,online,7,47.73,334.11
2879,2025-12-04,West,Home,Towel Set,online,10,27.18,271.8
2880,2025-02-28,West,Apparel,Jeans,online,5,50.23,251.15
2881,2025-03-12,West,Grocery,Pasta,store,5,3.64,18.2
2882,2025-03-01,East,Grocery,Coffee Beans,store,7,13.96,97.72
2883,2025-09-25,Midwest,Electronics,Headphones,online,2,81.29,162.58
2884,2025-11-16,South,Grocery,Coffee Beans,store,6,13.76,82.56
2885,2025-02-21,Midwest,Electronics,Laptop,store,4,909.76,3639.04
2886,2025-03-30,East,Electronics,Laptop,store,8,904.43,7235.44
2887,2025-06-07,South,Electronics,Headphones,online,0,76.78,0.0
2888,2025-06-21,Northeast,Grocery,Olive Oil,store,1,11.94,11.94
2889,2025-03-26,South,Apparel,Jacket,online,3,87.92,263.76
2890,2025-08-03,West,Apparel,Jacket,store,7,86.09,602.63
2891,2025-12-28,West,Electronics,Laptop,store,14,874.47,12242.58
2892,2025-06-10,South,Home,Blender,store,4,60.33,241.32
2893,2025-06-14,Northeast,Electronics,Laptop,online,2,896.93,1793.86
2894,2025-05-15,West,Apparel,Jeans,store,5,49.14,245.7
2895,2025-04-24,Northeast,Apparel,Jeans,online,7,47.79,334.53
2896,2025-07-12,West,Grocery,Olive Oil,store,5,12.45,62.25
2897,2025-08-01,East,Grocery,Coffee Beans,store,2,14.07,28.14
2898,2025-07-08,West,Apparel,Jacket,online,3,92.9,278.7
2899,2025-08-20,East,Electronics,Laptop,store,8,884.12,7072.96
2900,2025-11-29,Northeast,Grocery,Coffee Beans,store,6,14.67,88.02
2901,2025-07-30,Midwest,Electronics,Headphones,online,0,76.85,0.0
2902,2025-05-17,Northeast,Home,Blender,online,8,58.39,467.12
2903,2025-12-07,West,Grocery,Pasta,online,7,3.52,24.64
2904,2025-04-04,Midwest,Apparel,T-Shirt,online,8,18.49,147.92
2905,2025-09-18,Midwest,Apparel,T-Shirt,store,1,18.32,18.32
2906,2025-07-18,East,Grocery,Coffee Beans,store,3,14.25,42.75
2907,2025-12-23,Northeast,Grocery,Pasta,online,6,3.58,21.48
2908,2025-11-23,West,Electronics,Phone Case,store,6,24.17,145.02
2909,2025-12-22,South,Grocery,Olive Oil,online,7,12.05,84.35
2910,2025-12-16,West,Grocery,Pasta,online,4,3.39,13.56
2911,2025-07-25,Northeast,Electronics,Headphones,online,2,82.5,165.0
2912,2025-09-18,West,Home,Lamp,online,7,35.22,246.54
2913,2025-12-26,West,Home,Blender,store,8,56.58,452.64
2914,2025-08-05,South,Apparel,T-Shirt,store,3,18.16,54.48
2915,2025-01-16,Northeast,Home,Blender,online,5,61.7,308.5
2916,2025-12-18,Northeast,Electronics,Laptop,store,7,886.31,6204.17
2917,2025-08-19,West,Grocery,Olive Oil,online,6,11.48,68.88
2918,2025-10-03,West,Electronics,Headphones,store,5,82.92,414.6
2919,2025-04-29,Northeast,Apparel,Jacket,online,3,91.77,275.31
2920,2025-12-22,West,Grocery,Olive Oil,online,7,11.9,83.3
2921,2025-11-21,West,Apparel,Jacket,online,14,90.58,1268.12
2922,2025-09-28,West,Electronics,Headphones,store,2,82.02,164.04
2923,2025-12-01,South,Electronics,Laptop,store,2,923.7,1847.4
2924,2025-09-01,West,Home,Lamp,store,1,33.4,33.4
2925,2025-04-15,West,Electronics,Phone Case,online,7,23.89,167.23
2926,2025-03-18,Northeast,Grocery,Olive Oil,online,5,12.18,60.9
2927,2025-06-03,South,Electronics,Phone Case,online,6,23.9,143.4
2928,2025-10-17,West,Grocery,Olive Oil,store,14,11.51,161.14
2929,2025-01-02,Northeast,Electronics,Phone Case,store,3,24.86,74.58
2930,2025-08-30,East,Electronics,Phone Case,online,1,24.07,24.07
2931,2025-05-03,Midwest,Electronics,Phone Case,online,7,25.19,176.33
2932,2025-04-10,South,Apparel,Jeans,online,7,47.17,330.19
2933,2025-11-19,South,Apparel,Jacket,store,2,92.56,185.12
2934,2025-04-02,West,Apparel,Jacket,online,6,87.2,523.2
2935,2025-04-21,West,Electronics,Laptop,online,4,895.27,3581.08
2936,2025-01-05,South,Grocery,Pasta,online,7,3.41,23.87
2937,2025-11-29,West,Home,Lamp,online,11,34.56,380.16
2938,2025-06-07,West,Apparel,T-Shirt,store,2,17.56,35.12
2939,2025-12-25,Midwest,Apparel,Jeans,online,7,50.26,351.82
2940,2025-12-26,West,Home,Blender,store,14,61.21,856.94
2941,2025-05-08,South,Grocery,Pasta,online,3,3.67,11.01
2942,2025-04-29,Midwest,Grocery,Pasta,store,2,3.42,6.84
2943,2025-03-08,South,Grocery,Olive Oil,online,1,11.56,11.56
2944,2025-05-12,Northeast,Grocery,Coffee Beans,online,3,14.65,43.95
2945,2025-01-06,Midwest,Electronics,Headphones,store,4,76.45,305.8
2946,2025-11-09,Northeast,Home,Towel Set,online,8,27.2,217.6
2947,2025-07-24,Midwest,Grocery,Pasta,online,7,3.46,24.22
2948,2025-01-07,East,Apparel,Jacket,online,5,84.98,424.9
2949,2025-11-08,West,Apparel,T-Shirt,online,6,18.86,113.16
2950,2025-03-06,West,Electronics,Laptop,store,8,880.79,7046.32
2951,2025-07-24,West,Electronics,Headphones,online,5,81.79,408.95
2952,2025-02-06,West,Electronics,Laptop,store,8,882.94,7063.52
2953,2025-03-09,West,Grocery,Olive Oil,store,7,12.4,86.8
2954,2025-06-02,West,Home,Lamp,online,3,34.4,103.2
2955,2025-01-29,East,Apparel,T-Shirt,online,8,18.13,145.04
2956,2025-08-07,West,Apparel,Jacket,store,1,85.66,85.66
2957,2025-11-29,South,Grocery,Olive Oil,online,2,12.46,24.92
2958,2025-08-31,East,Electronics,Headphones,store,4,78.28,313.12
2959,2025-10-20,West,Grocery,Coffee Beans,store,6,14.49,86.94
2960,2025-05-07,South,Grocery,Pasta,online,6,3.57,21.42
2961,2025-04-26,East,Grocery,Olive Oil,store,2,12.42,24.84
2962,2025-01-07,West,Grocery,Pasta,online,2,3.55,7.1
2963,2025-09-12,South,Electronics,Laptop,store,3,861.8,2585.4
2964,2025-01-24,West,Apparel,Jacket,online,8,89.81,718.48
2965,2025-04-10,West,Home,Lamp,online,5,36.09,180.45
2966,2025-05-21,South,Electronics,Headphones,store,0,78.46,0.0
2967,2025-10-01,West,Home,Blender,store,9,61.87,556.83
2968,2025-08-29,West,Electronics,Headphones,online,3,82.77,248.31
2969,2025-02-15,East,Home,Towel Set,store,6,26.82,160.92
2970,2025-07-16,South,Electronics,Phone Case,online,6,24.14,144.84
2971,2025-09-18,West,Apparel,Jacket,online,2,91.04,182.08
2972,2025-06-14,Midwest,Apparel,Jeans,store,4,48.81,195.24
2973,2025-11-05,Midwest,Electronics,Phone Case,store,1,24.77,24.77
2974,2025-01-26,Northeast,Home,Blender,store,5,57.93,289.65
2975,2025-03-02,West,Home,Towel Set,online,1,27.1,27.1
2976,2025-12-15,West,Grocery,Pasta,online,5,3.59,17.95
2977,2025-09-21,Northeast,Grocery,Olive Oil,store,1,12.15,12.15
2978,2025-12-04,West,Electronics,Laptop,store,9,882.97,7946.73
2979,2025-07-15,Midwest,Home,Blender,online,7,58.07,406.49
2980,2025-03-09,East,Grocery,Pasta,store,1,3.62,3.62
2981,2025-08-10,Northeast,Grocery,Coffee Beans,online,2,13.36,26.72
2982,2025-11-03,West,Apparel,T-Shirt,online,9,17.27,155.43
2983,2025-07-13,West,Apparel,Jacket,store,1,89.48,89.48
2984,2025-06-25,West,Grocery,Coffee Beans,online,2,14.22,28.44
2985,2025-11-01,West,Apparel,Jeans,online,10,46.3,463.0
2986,2025-11-04,West,Grocery,Pasta,store,10,3.45,34.5
2987,2025-09-03,West,Home,Towel Set,online,2,26.82,53.64
2988,2025-05-29,West,Apparel,Jacket,online,7,89.68,627.76
2989,2025-09-06,Midwest,Home,Lamp,online,7,34.12,238.84
2990,2025-01-02,West,Home,Towel Set,store,5,26.81,134.05
2991,2025-01-09,West,Grocery,Olive Oil,store,7,11.41,79.87
2992,2025-09-22,South,Electronics,Headphones,online,0,75.38,0.0
2993,2025-08-11,South,Electronics,Laptop,online,7,912.21,6385.47
2994,2025-05-17,Northeast,Electronics,Laptop,online,2,906.79,1813.58
2995,2025-03-26,West,Home,Towel Set,online,3,27.0,81.0
2996,2025-01-12,South,Home,Towel Set,online,8,28.75,230.0
2997,2025-07-09,Northeast,Apparel,T-Shirt,online,3,18.13,54.39
2998,2025-07-20,West,Grocery,Coffee Beans,online,8,14.51,116.08
2999,2025-06-28,Midwest,Apparel,Jacket,store,5,86.84,434.2
3000,2025-11-19,East,Electronics,Headphones,store,3,80.95,242.85
3001,2025-12-22,West,Apparel,T-Shirt,online,9,17.32,155.88
3002,2025-10-15,West,Grocery,Pasta,store,10,3.51,35.1
3003,2025-06-19,Midwest,Home,Blender,store,8,56.93,455.44
3004,2025-11-12,South,Grocery,Pasta,online,7,3.41,23.87
3005,2025-02-22,East,Apparel,Jacket,store,1,84.82,84.82
3006,2025-06-01,East,Grocery,Pasta,online,6,3.37,20.22
3007,2025-02-02,South,Electronics,Laptop,store,1,939.89,939.89
3008,2025-02-04,West,Grocery,Pasta,online,1,3.44,3.44
3009,2025-06-27,Northeast,Electronics,Headphones,online,0,76.47,0.0
3010,2025-04-18,South,Apparel,Jeans,store,7,45.87,321.09
3011,2025-05-16,South,Home,Blender,store,8,60.15,481.2
3012,2025-10-26,West,Grocery,Coffee Beans,online,13,14.36,186.68
3013,2025-06-03,Midwest,Home,Lamp,store,2,34.61,69.22
3014,2025-10-11,West,Apparel,Jacket,store,14,86.9,1216.6
3015,2025-10-08,South,Grocery,Coffee Beans,online,8,14.66,117.28
3016,2025-08-31,West,Apparel,T-Shirt,online,2,18.55,37.1
3017,2025-10-16,West,Electronics,Phone Case,store,8,23.84,190.72
3018,2025-04-08,East,Grocery,Coffee Beans,online,7,13.59,95.13
3019,2025-05-29,East,Home,Lamp,online,7,35.92,251.44
3020,2025-08-24,Northeast,Home,Lamp,online,4,34.79,139.16
3021,2025-11-15,East,Home,Towel Set,store,1,28.42,28.42
3022,2025-03-11,East,Electronics,Phone Case,online,1,23.4,23.4
3023,2025-02-03,East,Home,Blender,store,4,57.78,231.12
3024,2025-06-02,West,Home,Towel Set,online,8,28.84,230.72
3025,2025-06-19,West,Apparel,Jeans,store,7,46.21,323.47
3026,2025-01-30,Midwest,Apparel,Jeans,online,4,46.57,186.28
3027,2025-03-05,West,Grocery,Pasta,online,3,3.4,10.2
3028,2025-04-05,Midwest,Home,Blender,store,8,58.7,469.6
3029,2025-04-22,West,Grocery,Olive Oil,online,7,12.55,87.85
3030,2025-06-02,West,Grocery,Coffee Beans,online,1,14.08,14.08
3031,2025-05-02,West,Apparel,Jacket,store,5,86.06,430.3
3032,2025-03-11,West,Electronics,Phone Case,store,5,24.7,123.5
3033,2025-01-28,West,Grocery,Pasta,online,7,3.56,24.92
3034,2025-08-31,South,Home,Lamp,store,6,34.72,208.32
3035,2025-10-19,Midwest,Home,Blender,online,7,57.5,402.5
3036,2025-04-08,South,Grocery,Pasta,store,5,3.58,17.9
3037,2025-10-21,West,Apparel,Jacket,store,7,90.3,632.1
3038,2025-09-25,Northeast,Grocery,Olive Oil,store,2,12.41,24.82
3039,2025-05-12,Northeast,Grocery,Coffee Beans,store,1,14.44,14.44
3040,2025-05-25,East,Home,Lamp,store,3,34.29,102.87
3041,2025-03-09,Northeast,Apparel,Jeans,online,3,46.23,138.69
3042,2025-10-08,Northeast,Electronics,Phone Case,online,5,23.59,117.95
3043,2025-10-15,East,Apparel,T-Shirt,online,3,18.36,55.08
3044,2025-12-17,East,Home,Blender,store,5,61.59,307.95
3045,2025-03-30,East,Apparel,Jeans,store,8,49.18,393.44
3046,2025-02-02,Northeast,Home,Blender,online,8,58.71,469.68
3047,2025-01-30,Northeast,Apparel,T-Shirt,store,7,18.04,126.28
3048,2025-12-24,West,Home,Towel Set,store,12,28.21,338.52
3049,2025-06-06,Northeast,Apparel,Jeans,online,6,49.21,295.26
3050,2025-09-21,Midwest,Apparel,Jacket,store,4,86.27,345.08
3051,2025-01-02,Midwest,Home,Blender,store,1,60.79,60.79
3052,2025-10-06,West,Home,Lamp,online,6,34.59,207.54
3053,2025-02-20,South,Apparel,Jacket,store,7,90.64,634.48
3054,2025-05-23,Northeast,Grocery,Pasta,store,6,3.59,21.54
3055,2025-09-10,East,Apparel,Jeans,store,1,46.92,46.92
3056,2025-01-27,Midwest,Apparel,Jacket,store,3,91.74,275.22
3057,2025-05-30,South,Electronics,Headphones,store,0,77.84,0.0
3058,2025-03-20,West,Apparel,Jeans,store,8,45.93,367.44
3059,2025-06-01,West,Home,Blender,store,7,61.43,430.01
3060,2025-01-09,East,Apparel,Jeans,online,8,49.1,392.8
3061,2025-01-11,Midwest,Home,Blender,store,5,60.83,304.15
3062,2025-03-20,Northeast,Grocery,Coffee Beans,online,6,13.36,80.16
3063,2025-01-25,Northeast,Home,Blender,store,4,60.46,241.84
3064,2025-05-18,West,Grocery,Olive Oil,online,8,12.39,99.12
3065,2025-11-02,Northeast,Grocery,Coffee Beans,store,3,13.77,41.31
3066,2025-10-12,West,Home,Lamp,store,6,35.38,212.28
3067,2025-06-12,Midwest,Home,Lamp,store,8,35.88,287.04
3068,2025-06-03,West,Apparel,Jeans,online,1,48.35,48.35
3069,2025-06-22,Northeast,Electronics,Laptop,store,5,854.15,4270.75
3070,2025-05-19,West,Electronics,Laptop,online,3,885.85,2657.55
3071,2025-06-20,Northeast,Electronics,Headphones,online,0,81.72,0.0
3072,2025-04-27,West,Grocery,Olive Oil,store,7,11.97,83.79
3073,2025-08-24,South,Electronics,Phone Case,store,7,22.96,160.72
3074,2025-05-17,Northeast,Home,Blender,online,3,59.01,177.03
3075,2025-11-07,West,Grocery,Olive Oil,store,11,11.53,126.83
3076,2025-05-06,East,Home,Lamp,online,6,35.83,214.98
3077,2025-10-08,West,Apparel,T-Shirt,store,13,17.86,232.18
3078,2025-09-22,Midwest,Home,Towel Set,online,3,27.68,83.04
3079,2025-10-30,West,Electronics,Headphones,online,3,82.81,248.43
3080,2025-08-28,East,Apparel,T-Shirt,store,6,18.58,111.48
3081,2025-10-16,West,Electronics,Headphones,online,4,76.91,307.64
3082,2025-04-23,West,Grocery,Olive Oil,online,3,12.58,37.74
3083,2025-04-27,Northeast,Electronics,Laptop,store,5,882.49,4412.45
3084,2025-10-05,Midwest,Electronics,Phone Case,store,8,24.74,197.92
3085,2025-10-25,West,Apparel,T-Shirt,store,11,17.86,196.46
3086,2025-04-14,West,Electronics,Headphones,online,0,78.71,0.0
3087,2025-10-26,West,Grocery,Olive Oil,online,10,12.07,120.7
3088,2025-09-19,Midwest,Home,Lamp,online,8,35.02,280.16
3089,2025-07-30,West,Home,Blender,store,3,58.4,175.2
3090,2025-05-02,West,Home,Blender,online,6,59.78,358.68
3091,2025-02-15,Northeast,Electronics,Laptop,store,2,930.23,1860.46
